,"ETH / Addresses, active, count","ETH / NVT, adjusted, 90d MA","ETH / NVT, adjusted, free float,  90d MA","ETH / NVT, adjusted","ETH / NVT, adjusted, free float","ETH / Flow, in, to exchanges, USD","ETH / Flow, out, from exchanges, USD","ETH / Fees, transaction, mean, USD","ETH / Fees, transaction, median, USD","ETH / Fees, total, USD","ETH / Miner revenue, USD","ETH / Capitalization, market, free float, USD","ETH / Capitalization, realized, USD","ETH / Capitalization, market, current supply, USD","ETH / Capitalization, market, estimated supply, USD","ETH / Volatility, daily returns, 30d","ETH / Volatility, daily returns, 180d","ETH / Difficulty, last","ETH / Difficulty, mean","ETH / Hash rate, mean","ETH / Revenue, per hash unit, USD","ETH / Block, size, mean, bytes","ETH / Issuance, continuous, percent, daily",ETH / Network distribution factor,"ETH / Transactions, count","ETH / Transactions, transfers, count","ETH / Transactions, transfers, value, mean, USD"
2020-09-01,434255.0,56.53913956157391,54.46271635670583,13.15803454,12.67480029,420095253.7758287,538158746.0705034,13.70704219875602,7.328006805256173,17074876.174041264,23618383.253523376,52064631431.20824,34225896562.37638,54049626232.94758,54043001554.14368,0.0391948005344637,0.0633415276225016,2933919476769997.0,2877913837501657.0,217.6173021166301,1.256154334363,41299.41693462,0.012106,0.638765249221,1245701.0,739158.0,7844.166681811942
2020-09-02,405978.0,50.00128053345821,48.16484095064416,13.59821498,13.09878177,321714230.0506253,407291554.64762753,14.18174483618288,8.248112175232,16751647.18145433,22740605.11051313,47788675902.65284,34545918576.02655,49610772982.30135,49604706439.412605,0.0424496275471541,0.0635011097401803,2850468022122308.0,2875642473845224.0,216.10356127482896,1.217941280031,39766.87690649,0.012072,0.638224757806,1181212.0,706853.0,7404.121313115959
2020-09-03,410463.0,42.16218710270072,40.614944192512965,13.3827958,12.89168191,301784336.0667422,377745220.16422015,10.337162384907094,5.482878944070589,11883974.015545744,17066089.79543905,41548474278.25159,33508489879.623367,43131280398.8616,43126064878.7356,0.0499303115216463,0.0643585107116252,2723753179537517.0,2831203344156028.0,211.80189640926903,0.93258932425,39339.26148847,0.012015,0.637071248284,1149636.0,684239.0,6941.334920879401
2020-09-04,476106.0,41.30535423973321,39.789976158265816,14.9477609,14.3993693,320352806.69815123,334987508.4639512,6.104765442685167,3.21301200220326,6966801.05655484,12326469.452333702,41892767922.64241,33555720508.804325,43488229604.48574,43482808588.43877,0.0497241981824803,0.0631874613421817,2998507859261203.0,2898343644530049.0,221.7025985776624,0.643508336972,37489.93370667,0.012324,0.637946215145,1141207.0,696933.0,5867.668744832522
2020-09-05,403351.0,34.4549222641315,33.19398595838611,12.85837379,12.38779979,302944022.93915254,273277978.7103019,6.947334147508151,3.300789971564148,7231521.798149859,11736970.764359863,35914658313.49524,32489354253.029854,37278944501.743324,37274408054.48287,0.0570066154232306,0.0642616447882388,2948787628827726.0,2948502949643540.0,223.23492133271287,0.608527412382,36170.32879853,0.012086,0.636856515502,1040906.0,608134.0,7219.625526874855
2020-09-06,544008.0,35.96575688256679,34.64956106421521,16.18639054,15.59403655,238818806.69026417,264754986.67042175,3.452565722851645,1.6158856490910458,3544635.292988044,8421333.197268896,38282533026.35999,32692861622.964184,39736730665.164696,39731784326.1546,0.058093991069373,0.0644218818895322,3128243044333481.0,3001690651851681.0,229.69374293814167,0.424343880599,35850.91544396,0.012273,0.636316160646,1026667.0,672846.0,5421.325463384502
2020-09-07,470998.0,35.436618048394806,34.13968356746477,21.76753754,20.97087376,198994470.2824593,192770217.741489,2.906306576523774,1.4169807667936434,3055923.2390825283,7820817.1576986015,38241417330.76779,32796336126.56436,39694172820.95557,39689378765.20791,0.0577479406936196,0.0643642512609189,3048212187007167.0,3065247417417986.5,229.52987085631383,0.394365738826,36289.54822257,0.012004,0.638571679022,1051480.0,622180.0,4106.030293246848
2020-09-08,520483.0,33.432993165641975,32.20831163796137,22.33855296,21.52027106,160400821.34046835,182703792.37330133,2.621662935172365,1.211037466575798,2691661.33554306,7275762.647013823,36500594512.297295,32469781282.85542,37888484829.27637,37883840550.240906,0.058279960112586,0.0483744253155771,3059819505207322.0,3017171627724303.5,227.83893752336405,0.369604145531,36065.11528438,0.012099,0.639808985173,1026700.0,633514.0,3825.857823327765
2020-09-09,406766.0,34.44034016307118,33.17887541848382,18.82626307,18.13670347,165561423.80641207,167786924.76218063,3.090693726161508,1.500105606693021,3253273.4882396744,8022174.272171222,38167919925.412704,32560243133.96783,39619068728.76602,39614236623.12765,0.058863303386819,0.0462346702389604,2984163892086767.0,3008318604705941.0,226.0366761531328,0.410770680411,36404.89090909,0.012037,0.639693152392,1052603.0,581426.0,5398.413029588019
2020-09-10,365959.0,35.07759971972489,33.79279855418374,13.99579304,13.48316357,200602895.79311383,272636893.86530674,4.554653555542614,2.35307445711426,5105602.668237029,10109008.62697961,39834413298.34804,32872545701.79701,41348916471.33338,41343847912.49755,0.0589982539958787,0.0456526775213539,2982324039526747.0,2947014864928506.5,222.0821052147596,0.526843054513,39036.60460829,0.0121,0.639940559322,1120964.0,613413.0,7419.987169488319
2020-09-11,356479.0,34.91577907685752,33.6370102248768,16.10435248,15.51454052,162447472.596815,173218994.0098689,4.01594025500753,2.128690900511232,4314778.4172031535,9428070.700593416,40553546418.29843,33067379730.971817,42095259300.93512,42090063700.75738,0.0589578149250766,0.0456575114273829,3105606891755086.0,3036541584241896.0,230.9598190355209,0.472468280933,37012.94308324,0.012147,0.640076625217,1074413.0,616151.0,6600.568950247407
2020-09-12,405023.0,35.387840166681215,34.091884545748414,18.64841655,17.96548365,131450232.75829792,182655240.27692333,3.065926736611245,1.495768435303434,3171958.7468720158,8409120.868935231,41887066377.15847,33171297106.03748,43479345004.14432,43474037972.93867,0.0566284694609824,0.0447908670874218,3091652786427229.0,3120636498266529.0,234.80000044834924,0.414513576018,36746.92355022,0.012045,0.639140444264,1034584.0,575217.0,5923.074169453131
2020-09-13,418818.0,32.96802371771769,31.76071199707352,17.1473207,16.51937401,160210726.64970708,152188882.82183865,3.266257173632292,1.5893314516290875,3403593.489013228,8385003.343710037,39660496687.6238,32892995789.10117,41168100878.044655,41163062919.25454,0.0570116864587749,0.0448117844496286,3153922408870997.0,3097045284914370.0,234.5942256745953,0.41368729146,37460.82673797,0.0121,0.639661813756,1042047.0,588126.0,6442.993265873694
2020-09-14,384998.0,33.15102791675197,31.93621697745832,14.51088358,13.97913596,216485728.0656212,217636915.21966344,5.406037927122164,2.711873992820644,5836834.277462529,10911369.180432264,40766339062.6228,33006743480.04745,42317036024.73273,42311901608.10819,0.0573198260368459,0.0448361055017814,3086490588301321.0,3086726281293391.5,230.72550007306248,0.547356036086,38902.39176216,0.011992,0.639114012291,1079688.0,617717.0,7255.112571768427
2020-09-15,408754.0,31.632496920033347,30.472846025284376,18.36446004,17.69121687,207820707.83528015,183135824.90729612,4.9263473397536135,2.436879412005912,5368915.605714472,10323639.404179124,39483448849.88737,32863208613.30655,40986000227.876686,40981011851.14145,0.0575253108840958,0.0435303305749401,3136524445771673.0,3104339641269330.0,235.558672964714,0.507247581565,38490.46664631,0.012089,0.639318128925,1089837.0,624726.0,5276.678200687395
2020-09-16,391793.0,31.11519383270841,29.97475253693432,14.22722719,13.70576756,188848248.9545072,190943627.9337366,4.112465094456686,2.136502138652687,4256454.834810048,9172571.18177514,39638819661.51,32868250291.808933,41146947103.16367,41142006315.984886,0.0575434226376758,0.0433769482420479,2969218567259634.0,3066220122373771.0,229.130306062,0.463334685543,37243.12875736,0.011948,0.640228493692,1035013.0,571149.0,7612.212200405111
2020-09-17,499706.0,32.358529869524226,31.17256697160265,12.45826179,12.00165772,194562247.04461557,274044955.013945,11.84480290707463,7.269670556815926,16653982.404232062,22020233.389483087,42261604790.02306,33250884079.278164,43869451052.19489,43864015102.33902,0.0588246184920882,0.043593724497389,3227478939742786.0,3161325359902644.0,241.1016007453964,1.057080548575,58953.36525038,0.012232,0.638891534088,1406016.0,721906.0,7234.821635574579
2020-09-18,480140.0,30.9909471797155,29.85522280933188,12.98168294,12.50594357,247699136.32811585,278811603.13185376,7.594861506145206,4.334847408915249,9454144.361744542,14595970.060623031,41487084079.6872,33264132972.748787,43065296801.33963,43060084460.12367,0.0584939774966249,0.0431659485073742,3109622033042481.0,3119651331492797.0,232.4474425804824,0.726765744502,44691.05734266,0.01194,0.639152184365,1244808.0,710395.0,6720.7736459331945
2020-09-19,481384.0,30.793723314951315,29.66535637694934,18.38976122,17.71590966,114721359.12337288,138440962.9167495,4.784944565637906,2.4270533889012245,5215594.361490439,10462748.951995503,41816274104.77217,33319762410.64865,43406819674.85391,43401541038.21037,0.0583378463600432,0.0425664354422011,3115581032725162.0,3137161300752301.0,236.94297489824015,0.511079222504,39058.3579528,0.012088,0.639306000699,1090001.0,700929.0,5437.687084417927
2020-09-20,465984.0,29.42175516250957,28.343760915807525,23.50764678,22.64634167,146171578.33889857,169962941.21110907,3.4425053055439325,1.695445029942646,3770607.043712053,8862941.024679076,40297411182.27439,33147562064.58261,41830036917.45872,41824882603.32649,0.0572328040737026,0.0426539064901588,3200422293802614.0,3154588981012838.0,240.7001708780312,0.426174753261,37326.53799484,0.012174,0.639715431093,1095309.0,681979.0,3672.674296804893
2020-09-21,486381.0,26.821749414748496,25.838885972699625,17.13629416,16.50834717,236222031.7258446,217416552.4695229,4.097219540555292,2.0727173033454327,4644862.098786508,9344433.95230188,37180643821.89511,32769712506.66253,38594926759.75053,38590167825.0577,0.0588273051441592,0.0430784751991251,3287273258766633.0,3195676491333473.0,242.98879995015324,0.445095291497,38593.12897822,0.012177,0.639342915306,1133662.0,656087.0,4828.015112352034
2020-09-22,431660.0,26.784979254707235,25.80357513254649,24.09292645,23.2101594,155787996.00820905,173601686.11591926,3.859414518867272,1.9316170006654767,4173945.223912225,8794262.705838703,37298959385.59678,32592918321.22367,38717574918.727295,38712898126.931465,0.0588358438993003,0.0430674257168903,3130248369253727.0,3181617263440927.5,237.26965378995112,0.428986372081,40218.44106228,0.011933,0.639879683242,1081497.0,656568.0,3367.3277322032554
2020-09-23,454852.0,24.919263645976933,24.003744008942387,20.24086546,19.49722752,141763332.77411395,161919767.5452718,2.9759541072135245,1.4407251274260673,3226231.84763129,7602767.032851011,34811378146.2675,32009209500.62813,36139108531.71363,36134668149.15297,0.0593048584489656,0.0433120203193704,3132965997514226.0,3217664946066096.0,243.0436056161872,0.362054325943,38869.99019458,0.01211,0.64028285607,1084100.0,654208.0,3659.3296721554634
2020-09-24,487588.0,26.94366238361891,25.95412064983141,24.33859085,23.44472382,185751873.91200188,137094666.3210584,2.72229765304338,1.2977683075241384,2960599.422697322,7706295.817365983,37917179972.07188,32351840354.114468,39362832187.2295,39358014556.0892,0.0607155628216315,0.0436840007648889,3111579774484442.0,3130961441746112.0,236.04455941570885,0.3778661065,37689.68585905,0.012056,0.640517377508,1087537.0,645825.0,3570.0098675785503
2020-09-25,455205.0,26.966884013469592,25.97656772836113,28.27797117,27.23950728,127786607.8704075,138099139.41170254,2.6123763114366505,1.311187928284108,2703260.883312654,7443244.007686497,38200958213.96089,32486140785.654984,39657310393.41876,39652509376.76202,0.0607168532148799,0.0435158634700482,3172851277510601.0,3153235070542629.0,235.44787823451009,0.365892689891,37257.76720397,0.011952,0.641954461978,1034790.0,622512.0,3192.596630536436
2020-09-26,491205.0,27.062158034026645,26.0683538548885,37.04847052,35.68793879,90576844.53127702,105696791.8563428,2.261145900692348,1.0447114169842715,2226231.546840686,6983248.900878187,38519133473.246735,32539781511.789948,39987598879.06345,39982772725.416565,0.0607349008668964,0.0433267823087201,3297321701405539.0,3250861476964060.0,241.82076562692143,0.334233662055,36637.56131341,0.011896,0.64265373938,984559.0,618684.0,2563.5615269686864
2020-09-27,488227.0,27.09100347261682,26.09619260293457,33.1508323,31.93349798,120599585.06355172,141450967.884106,2.349414483563857,1.0469986586931614,2270659.7606614465,6989721.317126669,38688972638.80133,32569763445.548927,40163831868.403694,40159044442.3825,0.060388379574834,0.0433268181520081,3255401628272455.0,3271997314309489.0,241.24051206281504,0.335348120387,36579.7928706,0.01175,0.641782203247,966479.0,665513.0,2679.6336916497303
2020-09-28,434364.0,26.851147969043502,25.86521588395092,26.37215264,25.40380852,111829823.18695706,143357510.94386715,2.978387981127577,1.4402216780468975,3217215.978171841,7947165.805613207,38621709120.48413,32585078404.11147,40093894095.62001,40089110282.33383,0.060305721449644,0.0433208878417226,3283777318609758.0,3243630966422529.0,240.42054358349105,0.382584135042,38712.47970019,0.011797,0.642726883861,1080187.0,645957.0,3415.5268027609054
2020-09-29,429114.0,26.987832361048163,25.996989987276983,25.38784877,24.45574885,102196307.13467053,116045642.53155024,3.7265105870762496,1.900535103099036,4055315.522217372,8827159.785301208,39087320346.49021,32752251287.304794,40577084095.88678,40572242930.23919,0.0588835366648533,0.0432535100978137,3310976186036090.0,3248428643749899.5,240.32884969341916,0.425110016334,38830.67277282,0.01176,0.64235455871,1088234.0,629612.0,3532.3931099198585
2020-09-30,412900.0,26.81305921047364,25.82849582218683,24.0195985,23.13760972,92923390.47683208,120092519.99543488,2.951031889614299,1.439108041533574,3184281.450172367,7976021.996674053,39121644710.00232,32832482950.76109,40612933220.8085,40608069001.01995,0.0587232256354832,0.0432546923491942,3374243319430249.0,3265335599195305.0,242.0993717262137,0.381310652513,38200.75202998,0.011799,0.641843393596,1079040.0,620185.0,3805.4865569799463
2020-10-01,447266.0,26.034341257658795,25.078469334331484,23.55503219,22.69019011,150615308.32467836,131667467.06780095,2.575975130135442,1.179404991685581,2624251.4800506,7315694.030255753,38298630146.04444,32691593373.449963,39758391695.70112,39753638204.43729,0.0553872912369837,0.0432886585437649,3311954798739207.0,3263944294791593.0,242.7533534366962,0.348800061506,36977.08046693,0.0118,0.641975399926,1018741.0,618493.0,3870.0301417531614
2020-10-02,458931.0,25.32034789745116,24.39055782707292,24.61951298,23.71545832,137488724.75419807,152934596.26966652,2.3546064617078795,1.130096563025739,2359640.6103246976,6953005.456052871,37589879680.865135,32567211309.97347,39022839809.19753,39018189332.94326,0.0535602008572425,0.0433115432839109,3225554519306958.0,3285465361351575.5,241.8719507610286,0.332715719754,36763.08803647,0.011771,0.641537635433,1002138.0,613851.0,3926.355950394856
2020-10-03,470605.0,25.26561112813603,24.337932485972807,38.88681176,37.45900284,71951199.79481664,59639576.71168166,2.0151177628458385,0.8296882287522253,1927516.5634597,6542702.53081456,37687064259.01798,32577420005.80164,39123566090.84262,39118896491.02566,0.0474211201301517,0.0414874699495395,3223273665786986.0,3214968122905883.5,237.19204601426128,0.319259119388,34866.48047059,0.011796,0.641632170549,956528.0,599468.0,2474.121839134717
2020-10-04,472428.0,25.628952086342867,24.687984526435024,43.17691049,41.59166924,61067713.86404645,66929311.50820561,2.1088773101044485,0.9144655551001578,2078197.362997773,6751825.358611276,38309858452.14409,32659292337.99996,39770015476.68895,39765280838.754944,0.0475124979728634,0.0414080710289491,3202582050644701.0,3253577961269075.5,239.9958183136524,0.325614535223,37144.83838067,0.011752,0.641024127954,985452.0,663574.0,2206.9235071207395
2020-10-05,406952.0,25.56229786569547,24.624031272541004,30.51091613,29.39101003,87405022.31797986,76347645.55154024,2.2226248533039263,1.0720380657167543,2284169.3354928605,7026696.112926662,38407501915.20778,32681200408.47859,39870969678.65809,39866190585.32463,0.0379893290994079,0.0412412629298086,3374174521789801.0,3260944765459497.0,243.26676636556317,0.33431406403,37933.0474713,0.011895,0.640353477241,1027690.0,624075.0,3037.541075896743
2020-10-06,423241.0,24.55449404932126,23.652888459421533,30.81467931,29.68320875,99069571.795884,87019559.35603003,2.610951776539626,1.183123556233027,2828971.4717858327,7395902.793089252,36988113999.57251,32497842285.346794,38398034415.80732,38393439819.02707,0.0368148787986691,0.0413276263338593,3523581923990732.0,3395395363681039.5,254.35984485274372,0.336533963611,39563.12731768,0.011894,0.640317623355,1083502.0,644948.0,2901.198459038892
2020-10-07,428105.0,24.4855669137084,23.586591580749808,25.63432228,24.69317097,144144281.87211126,109322371.942801,2.0176003120358685,0.9560684330572112,2088991.0814784616,6586971.981810136,37107497190.73391,32415163804.072277,38521806016.49599,38517272032.39445,0.0368235046254638,0.0408730855150248,3373392843431660.0,3375603442842173.0,247.6359695008338,0.307863602347,37956.94019252,0.011676,0.640493471556,1035384.0,590505.0,3637.683345910188
